title,issn,eissn,year,jif,jif_without_self_cites,source_url
INT J HYDROMECHATRON,2515-0464,2515-0472,2024,6.700,6.300,https://journalsimpactfactors.com/journal.php?id=1220
ACS PHOTONICS,2330-4022,N/A,2024,6.700,6.400,https://journalsimpactfactors.com/journal.php?id=1221
AGRON SUSTAIN DEV,1774-0746,1773-0155,2024,6.700,6.600,https://journalsimpactfactors.com/journal.php?id=1222
MATER TODAY CHEM,2468-5194,2468-5194,2024,6.700,6.500,https://journalsimpactfactors.com/journal.php?id=1223
INT REV SPORT EXER P,1750-984X,1750-9858,2024,6.700,6.600,https://journalsimpactfactors.com/journal.php?id=1224
ALLERGOL INT,1323-8930,1440-1592,2024,6.700,6.500,https://journalsimpactfactors.com/journal.php?id=1225
UNITED EUR GASTROENT,2050-6406,2050-6414,2024,6.700,6.100,https://journalsimpactfactors.com/journal.php?id=1226
NEURAL REGEN RES,1673-5374,1876-7958,2024,6.700,6.000,https://journalsimpactfactors.com/journal.php?id=1227
J WATER PROCESS ENG,2214-7144,2214-7144,2024,6.700,6.000,https://journalsimpactfactors.com/journal.php?id=1228
FRONT NEUROENDOCRIN,0091-3022,1095-6808,2024,6.700,6.600,https://journalsimpactfactors.com/journal.php?id=1229
CURR PSYCHIAT REP,1523-3812,1535-1645,2024,6.700,6.600,https://journalsimpactfactors.com/journal.php?id=1230
COMPUT ASSIST LANG L,0958-8221,1744-3210,2024,6.600,6.000,https://journalsimpactfactors.com/journal.php?id=1232
CITIES,0264-2751,1873-6084,2024,6.600,5.800,https://journalsimpactfactors.com/journal.php?id=1233
J TOUR FUTURES,2055-5911,2055-592X,2024,6.600,6.000,https://journalsimpactfactors.com/journal.php?id=1234
REV ENV ECON POLICY,1750-6816,1750-6824,2024,6.600,6.500,https://journalsimpactfactors.com/journal.php?id=1235
EPILEPSIA,0013-9580,1528-1167,2024,6.600,5.900,https://journalsimpactfactors.com/journal.php?id=1236
JPN DENT SCI REV,1882-7616,2213-6851,2024,6.600,6.500,https://journalsimpactfactors.com/journal.php?id=1237
CURR OPIN ENV SCI HL,2468-5844,2468-5844,2024,6.600,6.400,https://journalsimpactfactors.com/journal.php?id=1239
EUR HEART J-CARD IMG,2047-2404,2047-2412,2024,6.600,6.200,https://journalsimpactfactors.com/journal.php?id=1240
PRECIS AGRIC,1385-2256,1573-1618,2024,6.600,6.300,https://journalsimpactfactors.com/journal.php?id=1241
ROCK MECH ROCK ENG,0723-2632,1434-453X,2024,6.600,5.700,https://journalsimpactfactors.com/journal.php?id=1242
EMERG INFECT DIS,1080-6040,1080-6059,2024,6.600,6.400,https://journalsimpactfactors.com/journal.php?id=1243
MOL METAB,2212-8778,2212-8778,2024,6.600,6.400,https://journalsimpactfactors.com/journal.php?id=1244
GEODERMA,0016-7061,1872-6259,2024,6.600,6.200,https://journalsimpactfactors.com/journal.php?id=1245
THIN WALL STRUCT,0263-8231,1879-3223,2024,6.600,5.300,https://journalsimpactfactors.com/journal.php?id=1246
CLIN PSYCHOL-SCI PR,0969-5893,1468-2850,2024,6.600,6.200,https://journalsimpactfactors.com/journal.php?id=1247
J ALLER CL IMM-PRACT,2213-2198,2213-2201,2024,6.600,5.800,https://journalsimpactfactors.com/journal.php?id=1248
LWT-FOOD SCI TECHNOL,0023-6438,1096-1127,2024,6.600,6.100,https://journalsimpactfactors.com/journal.php?id=1249
APPL SOFT COMPUT,1568-4946,1872-9681,2024,6.600,6.000,https://journalsimpactfactors.com/journal.php?id=1250
ECOSYST SERV,2212-0416,2212-0416,2024,6.600,6.000,https://journalsimpactfactors.com/journal.php?id=1251
ACM T COMPUT-HUM INT,1073-0516,1557-7325,2024,6.600,6.400,https://journalsimpactfactors.com/journal.php?id=1252
CASE STUD CONSTR MAT,2214-5095,2214-5095,2024,6.600,5.900,https://journalsimpactfactors.com/journal.php?id=1253
J MATER RES TECHNOL,2238-7854,2214-0697,2024,6.600,5.900,https://journalsimpactfactors.com/journal.php?id=1254
SCI SIGNAL,1945-0877,1937-9145,2024,6.600,6.600,https://journalsimpactfactors.com/journal.php?id=1255
MASS SPECTROM REV,0277-7037,1098-2787,2024,6.600,6.500,https://journalsimpactfactors.com/journal.php?id=1257
NANOPHOTONICS-BERLIN,2192-8606,2192-8614,2024,6.600,6.300,https://journalsimpactfactors.com/journal.php?id=1258
ACM T INTEL SYST TEC,2157-6904,2157-6912,2024,6.600,6.100,https://journalsimpactfactors.com/journal.php?id=1259
BIOCYBERN BIOMED ENG,0208-5216,0208-5216,2024,6.600,6.100,https://journalsimpactfactors.com/journal.php?id=1260
REV MED VIROL,1052-9276,1099-1654,2024,6.600,6.500,https://journalsimpactfactors.com/journal.php?id=1261
TRENDS PARASITOL,1471-4922,1471-5007,2024,6.600,6.300,https://journalsimpactfactors.com/journal.php?id=1262
CHEMSUSCHEM,1864-5631,1864-564X,2024,6.600,6.200,https://journalsimpactfactors.com/journal.php?id=1263
SOL ENERGY,0038-092X,1471-1257,2024,6.600,6.100,https://journalsimpactfactors.com/journal.php?id=1265
INT J SMART NANO MAT,1947-5411,1947-542X,2024,6.600,6.300,https://journalsimpactfactors.com/journal.php?id=1266
NANOSCALE HORIZ,2055-6756,2055-6764,2024,6.600,6.400,https://journalsimpactfactors.com/journal.php?id=1267
REV ENVIRON CONTAM T,0179-5953,2197-6554,2024,6.600,6.500,https://journalsimpactfactors.com/journal.php?id=1268
REV CHEM ENG,0167-8299,2191-0235,2024,6.600,6.600,https://journalsimpactfactors.com/journal.php?id=1269
SOCIOL METHOD RES,0049-1241,1552-8294,2024,6.500,6.300,https://journalsimpactfactors.com/journal.php?id=1270
J ANIM SCI BIOTECHNO,1674-9782,2049-1891,2024,6.500,6.200,https://journalsimpactfactors.com/journal.php?id=1271
AGR WATER MANAGE,0378-3774,1873-2283,2024,6.500,5.600,https://journalsimpactfactors.com/journal.php?id=1272
ISA T,0019-0578,1879-2022,2024,6.500,6.000,https://journalsimpactfactors.com/journal.php?id=1273
BMJ QUAL SAF,2044-5415,2044-5423,2024,6.500,6.100,https://journalsimpactfactors.com/journal.php?id=1274
ADMIN SCI QUART,0001-8392,1930-3815,2024,6.500,6.200,https://journalsimpactfactors.com/journal.php?id=1275
IEEE T POWER ELECTR,0885-8993,1941-0107,2024,6.500,5.200,https://journalsimpactfactors.com/journal.php?id=1276
IEEE T VIS COMPUT GR,1077-2626,1941-0506,2024,6.500,5.000,https://journalsimpactfactors.com/journal.php?id=1277
INT J RADIAT ONCOL,0360-3016,1879-355X,2024,6.500,6.000,https://journalsimpactfactors.com/journal.php?id=1278
ASTRODYNAMICS-CHINA,2522-008X,2522-0098,2024,6.500,6.200,https://journalsimpactfactors.com/journal.php?id=1282
VEH COMMUN,2214-2096,2214-2096,2024,6.500,6.000,https://journalsimpactfactors.com/journal.php?id=1283
COMPUT IND ENG,0360-8352,1879-0550,2024,6.500,5.800,https://journalsimpactfactors.com/journal.php?id=1284
INT J NANOMED,1178-2013,1178-2013,2024,6.500,6.100,https://journalsimpactfactors.com/journal.php?id=1285
J BIOL ENG,1754-1611,1754-1611,2024,6.500,6.500,https://journalsimpactfactors.com/journal.php?id=1286
IEEE T EM TOP COMP I,2471-285X,2471-285X,2024,6.500,5.200,https://journalsimpactfactors.com/journal.php?id=1287
NEUROCOMPUTING,0925-2312,1872-8286,2024,6.500,5.900,https://journalsimpactfactors.com/journal.php?id=1288
CARBOHYDR POLYM TECH,2666-8939,2666-8939,2024,6.500,6.300,https://journalsimpactfactors.com/journal.php?id=1289
J CATAL,0021-9517,1090-2694,2024,6.500,6.200,https://journalsimpactfactors.com/journal.php?id=1290
ACS MATER AU,2694-2461,2694-2461,2024,6.500,6.500,https://journalsimpactfactors.com/journal.php?id=1291
CLEAN ENG TECHNOL,2666-7908,2666-7908,2024,6.500,6.400,https://journalsimpactfactors.com/journal.php?id=1292
MOL CELLS,1016-8478,0219-1032,2024,6.500,5.700,https://journalsimpactfactors.com/journal.php?id=1293
NAT GAS IND B,2352-8540,2352-8559,2024,6.500,6.100,https://journalsimpactfactors.com/journal.php?id=1294
ANN SURG,0003-4932,1528-1140,2024,6.400,6.200,https://journalsimpactfactors.com/journal.php?id=1295
PEDIATRICS,0031-4005,1098-4275,2024,6.400,6.000,https://journalsimpactfactors.com/journal.php?id=1296
TELECOMMUN POLICY,0308-5961,1879-3258,2024,6.400,5.800,https://journalsimpactfactors.com/journal.php?id=1297
J EDUC PSYCHOL,0022-0663,1939-2176,2024,6.400,6.100,https://journalsimpactfactors.com/journal.php?id=1298
FIELD CROP RES,0378-4290,1872-6852,2024,6.400,5.700,https://journalsimpactfactors.com/journal.php?id=1299
REV ECON STUD,0034-6527,1467-937X,2024,6.400,6.300,https://journalsimpactfactors.com/journal.php?id=1300
INORG CHEM FRONT,2052-1553,2052-1553,2024,6.400,6.000,https://journalsimpactfactors.com/journal.php?id=1301
PULMONOLOGY,2531-0437,2531-0437,2024,6.400,5.800,https://journalsimpactfactors.com/journal.php?id=1303
PLANT PHENOMICS,2643-6515,2643-6515,2024,6.400,6.000,https://journalsimpactfactors.com/journal.php?id=1304
EUR RES MANAG BUS EC,2444-8834,2444-8842,2024,6.400,5.800,https://journalsimpactfactors.com/journal.php?id=1306
J ENTERP INF MANAG,1741-0398,1758-7409,2024,6.400,5.600,https://journalsimpactfactors.com/journal.php?id=1307
AGR ECOSYST ENVIRON,0167-8809,1873-2305,2024,6.400,5.800,https://journalsimpactfactors.com/journal.php?id=1308
PERS PSYCHOL,0031-5826,1744-6570,2024,6.400,6.200,https://journalsimpactfactors.com/journal.php?id=1309
INT J LOGIST MANAG,0957-4093,1758-6550,2024,6.400,5.600,https://journalsimpactfactors.com/journal.php?id=1310
ECON POLICY,0266-4658,1468-0327,2024,6.400,6.200,https://journalsimpactfactors.com/journal.php?id=1311
INFORM TECHNOL DEV,0268-1102,1554-0170,2024,6.400,4.700,https://journalsimpactfactors.com/journal.php?id=1312
INT COMMUN HEAT MASS,0735-1933,1879-0178,2024,6.400,5.600,https://journalsimpactfactors.com/journal.php?id=1313
J MANAGE STUD,0022-2380,1467-6486,2024,6.400,5.600,https://journalsimpactfactors.com/journal.php?id=1314
ENG STRUCT,0141-0296,1873-7323,2024,6.400,5.400,https://journalsimpactfactors.com/journal.php?id=1315
CASE STUD THERM ENG,2214-157X,2214-157X,2024,6.400,5.500,https://journalsimpactfactors.com/journal.php?id=1317
J CONSUM RES,0093-5301,1537-5277,2024,6.400,5.800,https://journalsimpactfactors.com/journal.php?id=1318
ONCOGENESIS,2157-9024,2157-9024,2024,6.400,6.400,https://journalsimpactfactors.com/journal.php?id=1319
J TRAVEL MED,1195-1982,1708-8305,2024,6.400,5.200,https://journalsimpactfactors.com/journal.php?id=1321
IEEE T AUTOM SCI ENG,1545-5955,1558-3783,2024,6.400,4.800,https://journalsimpactfactors.com/journal.php?id=1322
MOL MED,1076-1551,1528-3658,2024,6.400,6.300,https://journalsimpactfactors.com/journal.php?id=1323
RESOUR CONS RECY ADV,2667-3789,2667-3789,2024,6.400,6.300,https://journalsimpactfactors.com/journal.php?id=1324
INT J NEURAL SYST,0129-0657,1793-6462,2024,6.400,3.800,https://journalsimpactfactors.com/journal.php?id=1325
J CELL BIOL,0021-9525,1540-8140,2024,6.400,6.100,https://journalsimpactfactors.com/journal.php?id=1326
FRONT ENV SCI ENG,2095-2201,2095-221X,2024,6.400,5.600,https://journalsimpactfactors.com/journal.php?id=1327
QJM-INT J MED,1460-2725,1460-2393,2024,6.400,5.400,https://journalsimpactfactors.com/journal.php?id=1328
CURR DIABETES REP,1534-4827,1539-0829,2024,6.400,6.400,https://journalsimpactfactors.com/journal.php?id=1331
CRIT REV BIOCHEM MOL,1040-9238,1549-7798,2024,6.400,6.400,https://journalsimpactfactors.com/journal.php?id=1332
J NURS REGUL,2155-8256,2155-8264,2024,6.300,5.300,https://journalsimpactfactors.com/journal.php?id=1333
CLIN CHEM,0009-9147,1530-8561,2024,6.300,6.000,https://journalsimpactfactors.com/journal.php?id=1334
J PUBL ADM RES THEOR,1053-1858,1477-9803,2024,6.300,5.900,https://journalsimpactfactors.com/journal.php?id=1335
J PINEAL RES,0742-3098,1600-079X,2024,6.300,5.800,https://journalsimpactfactors.com/journal.php?id=1336
J POLIT ECON,0022-3808,1537-534X,2024,6.300,6.100,https://journalsimpactfactors.com/journal.php?id=1337
ULTRASOUND OBST GYN,0960-7692,1469-0705,2024,6.300,5.500,https://journalsimpactfactors.com/journal.php?id=1338
INFORM SYST J,1350-1917,1365-2575,2024,6.300,5.300,https://journalsimpactfactors.com/journal.php?id=1339
J TRANSP GEOGR,0966-6923,1873-1236,2024,6.300,5.700,https://journalsimpactfactors.com/journal.php?id=1340
KOREAN J ANESTHESIOL,2005-6419,2005-7563,2024,6.300,6.100,https://journalsimpactfactors.com/journal.php?id=1341
LONG RANGE PLANN,0024-6301,1873-1872,2024,6.300,5.900,https://journalsimpactfactors.com/journal.php?id=1342
DENT MATER,0109-5641,1879-0097,2024,6.300,5.700,https://journalsimpactfactors.com/journal.php?id=1343
COMPUT BIOL MED,0010-4825,1879-0534,2024,6.300,6.100,https://journalsimpactfactors.com/journal.php?id=1344
EMERGENCIAS,1137-6821,2386-5857,2024,6.300,4.300,https://journalsimpactfactors.com/journal.php?id=1345
IEEE NETWORK,0890-8044,1558-156X,2024,6.300,6.000,https://journalsimpactfactors.com/journal.php?id=1346
PLANT DIVERSITY,2096-2703,2468-2659,2024,6.300,5.700,https://journalsimpactfactors.com/journal.php?id=1347
DIABETES TECHNOL THE,1520-9156,1557-8593,2024,6.300,5.200,https://journalsimpactfactors.com/journal.php?id=1348
J ACCOUNT RES,0021-8456,1475-679X,2024,6.300,5.600,https://journalsimpactfactors.com/journal.php?id=1349
PLANT CELL ENVIRON,0140-7791,1365-3040,2024,6.300,5.700,https://journalsimpactfactors.com/journal.php?id=1350
ECOL ECON,0921-8009,1873-6106,2024,6.300,6.000,https://journalsimpactfactors.com/journal.php?id=1351
COMMUN MED-LONDON,2730-664X,2730-664X,2024,6.300,6.200,https://journalsimpactfactors.com/journal.php?id=1352
RESPIROLOGY,1323-7799,1440-1843,2024,6.300,5.800,https://journalsimpactfactors.com/journal.php?id=1353
J HYDROL,0022-1694,1879-2707,2024,6.300,5.300,https://journalsimpactfactors.com/journal.php?id=1354
NEURAL NETWORKS,0893-6080,1879-2782,2024,6.300,5.300,https://journalsimpactfactors.com/journal.php?id=1355
TRANSPORT RES B-METH,0191-2615,1879-2367,2024,6.300,5.700,https://journalsimpactfactors.com/journal.php?id=1356
ENVIRON HEALTH-WASH,2833-8278,2833-8278,2024,6.300,6.000,https://journalsimpactfactors.com/journal.php?id=1357
PROPULS POWER RES,2212-540X,2212-540X,2024,6.300,6.100,https://journalsimpactfactors.com/journal.php?id=1358
ONCOIMMUNOLOGY,2162-402X,2162-402X,2024,6.300,6.100,https://journalsimpactfactors.com/journal.php?id=1359
FUND RES-CHINA,2096-9457,2667-3258,2024,6.300,6.200,https://journalsimpactfactors.com/journal.php?id=1360
PHYTOTHER RES,0951-418X,1099-1573,2024,6.300,6.100,https://journalsimpactfactors.com/journal.php?id=1361
ELECTRON COMMER R A,1567-4223,1873-7846,2024,6.300,5.800,https://journalsimpactfactors.com/journal.php?id=1362
J ENVIRON SCI,1001-0742,1878-7320,2024,6.300,6.100,https://journalsimpactfactors.com/journal.php?id=1363
FOOD CONTROL,0956-7135,1873-7129,2024,6.300,5.900,https://journalsimpactfactors.com/journal.php?id=1364
STRUCT SAF,0167-4730,1879-3355,2024,6.300,5.700,https://journalsimpactfactors.com/journal.php?id=1365
EUR POLYM J,0014-3057,1873-1945,2024,6.300,5.900,https://journalsimpactfactors.com/journal.php?id=1366
CURR OPIN ENV SUST,1877-3435,1877-3443,2024,6.300,6.100,https://journalsimpactfactors.com/journal.php?id=1367
RADIOL-IMAG CANCER,2638-616X,2638-616X,2024,6.300,6.200,https://journalsimpactfactors.com/journal.php?id=1368
SOL ENERG MAT SOL C,0927-0248,1879-3398,2024,6.300,5.700,https://journalsimpactfactors.com/journal.php?id=1369
J ALLOY COMPD,0925-8388,1873-4669,2024,6.300,5.700,https://journalsimpactfactors.com/journal.php?id=1370
STRATEG ENTREP J,1932-4391,1932-443X,2024,6.300,5.900,https://journalsimpactfactors.com/journal.php?id=1371
SURF INTERFACES,2468-0230,2468-0230,2024,6.300,5.800,https://journalsimpactfactors.com/journal.php?id=1372
IEEE CONTR SYST MAG,1066-033X,1941-000X,2024,6.300,6.200,https://journalsimpactfactors.com/journal.php?id=1374
CHINESE J CANCER RES,1000-9604,1993-0631,2024,6.300,5.400,https://journalsimpactfactors.com/journal.php?id=1375
J TAIWAN INST CHEM E,1876-1070,1876-1089,2024,6.300,4.900,https://journalsimpactfactors.com/journal.php?id=1376
J PHYS-ENERGY,2515-7655,2515-7655,2024,6.300,6.100,https://journalsimpactfactors.com/journal.php?id=1377
EPILEPSY CURR,1535-7597,1535-7511,2024,6.300,5.900,https://journalsimpactfactors.com/journal.php?id=1378
ANNU REV CRIMINOL,2572-4568,2572-4568,2024,6.200,6.100,https://journalsimpactfactors.com/journal.php?id=1380
AM SOCIOL REV,0003-1224,1939-8271,2024,6.200,6.100,https://journalsimpactfactors.com/journal.php?id=1381
MONOGR SOC RES CHILD,0037-976X,1540-5834,2024,6.200,6.200,https://journalsimpactfactors.com/journal.php?id=1382
CLADISTICS,0748-3007,1096-0031,2024,6.200,5.800,https://journalsimpactfactors.com/journal.php?id=1383
RELC J,0033-6882,1745-526X,2024,6.200,6.100,https://journalsimpactfactors.com/journal.php?id=1384
COMMUN THEOR,1050-3293,1468-2885,2024,6.200,6.000,https://journalsimpactfactors.com/journal.php?id=1385
HORTIC PLANT J,2095-9885,2468-0141,2024,6.200,5.300,https://journalsimpactfactors.com/journal.php?id=1386
ACCIDENT ANAL PREV,0001-4575,1879-2057,2024,6.200,5.000,https://journalsimpactfactors.com/journal.php?id=1387
AM ECON J-APPL ECON,1945-7782,1945-7790,2024,6.200,6.100,https://journalsimpactfactors.com/journal.php?id=1388
GENET MED,1098-3600,1530-0366,2024,6.200,5.800,https://journalsimpactfactors.com/journal.php?id=1389
LANCET REG HLTH-SE A,2772-3682,2772-3682,2024,6.200,5.800,https://journalsimpactfactors.com/journal.php?id=1391
ENVIRON DNA,2637-4943,2637-4943,2024,6.200,4.800,https://journalsimpactfactors.com/journal.php?id=1392
EQUILIBRIUM,1689-765X,2353-3293,2024,6.200,5.500,https://journalsimpactfactors.com/journal.php?id=1393
TRANSL PSYCHIAT,2158-3188,2158-3188,2024,6.200,6.000,https://journalsimpactfactors.com/journal.php?id=1394
ACM T SOFTW ENG METH,1049-331X,1557-7392,2024,6.200,5.600,https://journalsimpactfactors.com/journal.php?id=1395
METHODS ECOL EVOL,2041-210X,2041-2096,2024,6.200,5.800,https://journalsimpactfactors.com/journal.php?id=1396
BRAIN PATHOL,1015-6305,1750-3639,2024,6.200,6.100,https://journalsimpactfactors.com/journal.php?id=1397
J BEHAV ADDICT,2062-5871,2063-5303,2024,6.200,5.400,https://journalsimpactfactors.com/journal.php?id=1398
IMA FUNGUS,2210-6340,2210-6359,2024,6.200,6.100,https://journalsimpactfactors.com/journal.php?id=1399
J MANAGE INFORM SYST,0742-1222,1557-928X,2024,6.200,5.300,https://journalsimpactfactors.com/journal.php?id=1400
HUM RESOUR MANAG J,0954-5395,1748-8583,2024,6.200,5.900,https://journalsimpactfactors.com/journal.php?id=1401
FLUIDS BARRIERS CNS,2045-8118,2045-8118,2024,6.200,5.600,https://journalsimpactfactors.com/journal.php?id=1402
IND CROP PROD,0926-6690,1872-633X,2024,6.200,5.500,https://journalsimpactfactors.com/journal.php?id=1403
GEOTEXT GEOMEMBRANES,0266-1144,1879-3584,2024,6.200,5.200,https://journalsimpactfactors.com/journal.php?id=1404
COMPUT GEOTECH,0266-352X,1873-7633,2024,6.200,5.100,https://journalsimpactfactors.com/journal.php?id=1405
J EUR CERAM SOC,0955-2219,1873-619X,2024,6.200,5.400,https://journalsimpactfactors.com/journal.php?id=1406
JMIR MHEALTH UHEALTH,2291-5222,2291-5222,2024,6.200,5.900,https://journalsimpactfactors.com/journal.php?id=1408
J AGR FOOD RES,2666-1543,2666-1543,2024,6.200,6.000,https://journalsimpactfactors.com/journal.php?id=1409
J AGR FOOD CHEM,0021-8561,1520-5118,2024,6.200,5.400,https://journalsimpactfactors.com/journal.php?id=1410
PNEUMONIA,2200-6133,2200-6133,2024,6.200,6.200,https://journalsimpactfactors.com/journal.php?id=1411
PHENOMICS,2730-583X,2730-5848,2024,6.200,6.000,https://journalsimpactfactors.com/journal.php?id=1412
COMBUST FLAME,0010-2180,1556-2921,2024,6.200,5.100,https://journalsimpactfactors.com/journal.php?id=1413
PSYCHIAT CLIN NEUROS,1323-1316,1440-1819,2024,6.200,5.800,https://journalsimpactfactors.com/journal.php?id=1415
ARTIF INTELL MED,0933-3657,1873-2860,2024,6.200,5.900,https://journalsimpactfactors.com/journal.php?id=1416
J ANAL APPL PYROL,0165-2370,1873-250X,2024,6.200,5.400,https://journalsimpactfactors.com/journal.php?id=1417
EMBO REP,1469-221X,1469-3178,2024,6.200,6.100,https://journalsimpactfactors.com/journal.php?id=1418
APPL FOOD RES,2772-5022,2772-5022,2024,6.200,6.100,https://journalsimpactfactors.com/journal.php?id=1419
FOOD SECUR,1876-4517,1876-4525,2024,6.200,6.000,https://journalsimpactfactors.com/journal.php?id=1421
CELL SURF,2468-2330,2468-2330,2024,6.200,6.100,https://journalsimpactfactors.com/journal.php?id=1422
COMMUN CHEM,2399-3669,2399-3669,2024,6.200,6.100,https://journalsimpactfactors.com/journal.php?id=1423
CELL MOL LIFE SCI,1420-682X,1420-9071,2024,6.200,6.200,https://journalsimpactfactors.com/journal.php?id=1425
FLATCHEM,2452-2627,2452-2627,2024,6.200,6.000,https://journalsimpactfactors.com/journal.php?id=1426
ADV MATER TECHNOL-US,2365-709X,2365-709X,2024,6.200,6.000,https://journalsimpactfactors.com/journal.php?id=1427
J ENERGY INST,1743-9671,1746-0220,2024,6.200,5.700,https://journalsimpactfactors.com/journal.php?id=1428
CHEMBIOENG REV,2196-9744,2196-9744,2024,6.200,6.100,https://journalsimpactfactors.com/journal.php?id=1430
FRONT ENERGY,2095-1701,2095-1698,2024,6.200,5.900,https://journalsimpactfactors.com/journal.php?id=1432
SIAM REV,0036-1445,1095-7200,2024,6.100,6.100,https://journalsimpactfactors.com/journal.php?id=1433
INT SECURITY,0162-2889,1531-4804,2024,6.100,5.800,https://journalsimpactfactors.com/journal.php?id=1434
POLICY SOC,1449-4035,1839-3373,2024,6.100,5.800,https://journalsimpactfactors.com/journal.php?id=1435
HUM REPROD,0268-1161,1460-2350,2024,6.100,5.600,https://journalsimpactfactors.com/journal.php?id=1436
PROG HUM GEOG,0309-1325,1477-0288,2024,6.100,5.700,https://journalsimpactfactors.com/journal.php?id=1437
FISH FISH,1467-2960,1467-2979,2024,6.100,5.900,https://journalsimpactfactors.com/journal.php?id=1438
J APPL PSYCHOL,0021-9010,1939-1854,2024,6.100,5.600,https://journalsimpactfactors.com/journal.php?id=1439
AGR SYST,0308-521X,1873-2267,2024,6.100,5.500,https://journalsimpactfactors.com/journal.php?id=1440
J FAM BUS STRATEG,1877-8585,1877-8593,2024,6.100,5.500,https://journalsimpactfactors.com/journal.php?id=1441
BEST PRACT RES CL EN,1521-690X,1532-1908,2024,6.100,6.100,https://journalsimpactfactors.com/journal.php?id=1442
J INT FINANC MARK I,1042-4431,1873-0612,2024,6.100,5.700,https://journalsimpactfactors.com/journal.php?id=1444
BMJ GLOB HEALTH,2059-7908,2059-7908,2024,6.100,5.800,https://journalsimpactfactors.com/journal.php?id=1445
FUTURE GENER COMP SY,0167-739X,1872-7115,2024,6.100,5.600,https://journalsimpactfactors.com/journal.php?id=1446
J KING SAUD UNIV-COM,1319-1578,2213-1248,2024,6.100,5.900,https://journalsimpactfactors.com/journal.php?id=1447
EUR HEART J-CARD PHA,2055-6837,2055-6845,2024,6.100,5.300,https://journalsimpactfactors.com/journal.php?id=1448
EPIDEMIOL PSYCH SCI,2045-7960,2045-7979,2024,6.100,5.900,https://journalsimpactfactors.com/journal.php?id=1449
AM J ROENTGENOL,0361-803X,1546-3141,2024,6.100,5.800,https://journalsimpactfactors.com/journal.php?id=1450
MOL THER NUCL ACIDS,2162-2531,2162-2531,2024,6.100,5.900,https://journalsimpactfactors.com/journal.php?id=1451
CLIN CHILD FAM PSYCH,1096-4037,1573-2827,2024,6.100,5.800,https://journalsimpactfactors.com/journal.php?id=1453
TALANTA,0039-9140,1873-3573,2024,6.100,5.600,https://journalsimpactfactors.com/journal.php?id=1454
INT BUS REV,0969-5931,1873-6149,2024,6.100,5.600,https://journalsimpactfactors.com/journal.php?id=1455
HEPATOL INT,1936-0533,1936-0541,2024,6.100,5.800,https://journalsimpactfactors.com/journal.php?id=1457
ECOTOX ENVIRON SAFE,0147-6513,1090-2414,2024,6.100,5.700,https://journalsimpactfactors.com/journal.php?id=1458
PETROL SCI,1672-5107,1995-8226,2024,6.100,5.600,https://journalsimpactfactors.com/journal.php?id=1459
J CARDIOVASC MAGN R,1097-6647,1532-429X,2024,6.100,5.600,https://journalsimpactfactors.com/journal.php?id=1460
J MOD POWER SYST CLE,2196-5625,2196-5420,2024,6.100,5.300,https://journalsimpactfactors.com/journal.php?id=1461
J CONSUM PSYCHOL,1057-7408,1532-7663,2024,6.100,5.800,https://journalsimpactfactors.com/journal.php?id=1463
SOFT ROBOT,2169-5172,2169-5180,2024,6.100,5.800,https://journalsimpactfactors.com/journal.php?id=1464
BIODATA MIN,1756-0381,1756-0381,2024,6.100,6.000,https://journalsimpactfactors.com/journal.php?id=1465
J URBAN MOBIL,2667-0917,2667-0917,2024,6.100,5.500,https://journalsimpactfactors.com/journal.php?id=1466
MEAT SCI,0309-1740,1873-4138,2024,6.100,5.400,https://journalsimpactfactors.com/journal.php?id=1467
RES SYNTH METHODS,1759-2879,1759-2887,2024,6.100,5.700,https://journalsimpactfactors.com/journal.php?id=1468
ANNU REV CANCER BIOL,2472-3428,2472-3428,2024,6.100,6.100,https://journalsimpactfactors.com/journal.php?id=1469
EUR J INTERN MED,0953-6205,1879-0828,2024,6.100,5.600,https://journalsimpactfactors.com/journal.php?id=1470
PROG NEUROBIOL,0301-0082,1873-5118,2024,6.100,6.100,https://journalsimpactfactors.com/journal.php?id=1471
SURF COAT TECH,0257-8972,1879-3347,2024,6.100,5.300,https://journalsimpactfactors.com/journal.php?id=1472
WEAR,0043-1648,1873-2577,2024,6.100,5.600,https://journalsimpactfactors.com/journal.php?id=1473
ENVIRON INNOV SOC TR,2210-4224,2210-4232,2024,6.100,4.700,https://journalsimpactfactors.com/journal.php?id=1474
RICE SCI,1672-6308,1876-4762,2024,6.100,5.500,https://journalsimpactfactors.com/journal.php?id=1475
IEEE INTELL SYST,1541-1672,1941-1294,2024,6.100,6.000,https://journalsimpactfactors.com/journal.php?id=1476
ANTIOXID REDOX SIGN,1523-0864,1557-7716,2024,6.100,6.000,https://journalsimpactfactors.com/journal.php?id=1479
BIOCHIP J,1976-0280,2092-7843,2024,6.100,4.400,https://journalsimpactfactors.com/journal.php?id=1480
CURR OPIN CHEM BIOL,1367-5931,1879-0402,2024,6.100,6.000,https://journalsimpactfactors.com/journal.php?id=1481
ADV SUSTAIN SYST,2366-7486,2366-7486,2024,6.100,5.900,https://journalsimpactfactors.com/journal.php?id=1482
NANOTECHNOL REV,2191-9089,2191-9097,2024,6.100,5.900,https://journalsimpactfactors.com/journal.php?id=1483
EDUC TECHNOL SOC,1176-3647,1436-4522,2024,6.000,5.700,https://journalsimpactfactors.com/journal.php?id=1484
